,text,label
1012,ManishW32173146 Namaste Manish hum aapko horahi samasya ko samajhte hai. Kripya apni contact information aur dealer details DM dwaara share karein taaki hum aapki sahayata kar sakein.,3
1013,bhaaratsharmaa Hi Bharat we are glad to hear. Customer service and satisfaction are of the utmost importance to us. We aim at delivering the best of our services to the customers and always strive to make their experience even better.(12),3
1014," TPIRPostYourPrize  NewCar ""1",0
1015,Toyota  .0 sedan  .5 Petrol  Camry Andhra Pradesh,0
1016,sky_is_hidden Hi Gagan please allow us some time to get this checked with our team and we'll get back to you soon with an update. We value your cooperation in the meantime.,3
1017,TPSGrewal Thank you for providing the requisite details Tajinder. We have shared them with our team and they will soon get in touch with you to address your concern.,3
1018,"After a tiring day at school a little pampering is much required! Our school bus seats come with Armrests so that young travellers can relax on their way back home. 
 TataSkoolBus httpst.coCFEfbv83zF",3
1019,chandan467 Hi Chandan as per the update received from our team we understand that your vehicle has been picked up from your place to the workshop for the necessary repair work. Do get back to us if you need any further assistance and we d be glad to help you.,3
1020,Car Buyer I will go for Ciaz.,0
1021,Cracked or damaged housing which is visible,0
1022,10. Will You Deliver the Vehicle?,0
1023,Mercedes-Benz  .0 other  .0 Diesel  E-Class Rajagangapur,0
1024,DevRajSaharan Hi Dev we're disappointed to hear this and would like to help you. Kindly provide your car chassis number contact information and dealer details via DM as it will help us to have the relevant team contact you for further assistance.,3
1025,DilParakkal Hi Diljit we're glad to have you as a part of the Tata Motors family. The water wading height of the Harrier is mm. Do get back to us if you need any further assistance and we will be happy to help you.,3
1026,BhagwanThePoet Hi Bhagwan we understand that our on-ground team has connected with you and provided the best possible resolution for your concern. For any further assistance we request you to get in touch with them and they will surely help you with it.,3
1027,tangosandeep Thank you for reaching out to us Sandeep. CNG fitments have not been approved on any Tata cars except the Tata Nano eMax variant. Also as per our company policy any after-market CNG fitment voids the warranty of the car. (12),3
1028,Car Seller Sure sir. We will get your car ready in a while.,0
1029,Janice Davison collecting her new Hyundai Tucson she ordered through our  sourceit service  mbmotorsni  ballymena  ,0
1030,Make sure that the oil pressure and alternator lights go on when you turn the ignition (that means the lights are working) and go off during your test drive.,0
1031,VinodCh21498613 Hi Vinod we would really like to know what went wrong. Please let us know via DM so that we can better assist you with it.,3
1032,Honda  .0 sedan  .5 Gas  Accord Telangana,0
1033,Porsche  .0 sedan  .8 Petrol  Panamera Mansa,0
1034,"""RT PriceIsRight Zane is so excited to drive his new car... and by the looks of it so is his granddaughter!! ??",0
1035,BMW  .0 sedan  nan Petrol   Chhattisgarh,0
1036,"The stunning looks and exceptional refinement of the Altroz perfectly reflects your sophisticated style.
Click on the link to know more httpst.co85pCtFEkax
 UrbanCarRedefined httpst.cowHccOhzGup",3
1037,Audi  .0 sedan  .2 Petrol  A5 Jharkhand,0
1038,VijaySi45794910 Hi Vijay thank you for sharing the requested details. We've highlighted your concern with the relevant team and you can rest assured that they'll connect with you soon to resolve it at the earliest.,3
1039,drpavithranp Hi Pavithran we would really like to help you with this. Kindly elaborate on your concern and also provide your contact information dealer details and car chassis number via DM so that we can have the relevant team contact you for further assistance.,3
1040,dineshbhatudup5 Hi Dinesh please allow us some time to get this checked with our team and we'll get back to you soon with an update. We value your cooperation in the meantime.,3
1041,ApNaYaT Hi Nilesh we'd really like to look into the concern you've raised. Please share your vehicle model contact details car chassis number &amp; dealer information via DM so that we can connect with you for further help.,3
1042,Shubham03297986 Hi Shubham we're disappointed to know about this and want to help you. Kindly share your contact number and vehicle model as well as the contact number vehicle model and dealer information of the customer you have referred via DM as it will help us to assist accordingly. httpst.coGpX5BQutJH,3
1043,buyer how about the price for this car?,0
1044,"? When you buy a used car from a dealer in the District of Columbia you have the right to receive a car that runs that can be driven safely and that is reasonably reliable. This right is called ""an implied warranty of merchantability.""",0
1045,ketansanwal Hi Ketan we'd like to better understand your concern. Kindly elaborate on it via DM and we'd be glad to help.,3
1046,Mercedes-Benz  .0 other  .8 Petrol  E-Class Andhra Pradesh,0
1047,"""View our wide range of affordable top quality pre-owned cars online. Contact us today for more information on our  ",0
1048,BertrandGDsouza Hi Bertrand we're really delighted to see your love for the Harrier. Keep sharing your thoughts with us for the SUV that's  AboveAll. We'd be glad to hear them. ),3
1049,"An adventure of a lifetime the SOUL Iconic Ladakh Drive has explorers like Dr. Chakraborty on cloud nine. Register for the great expedition and take on the world s tallest mountains with the brotherhood. Click the link to join now. httpst.coMizXQzb1FM

 DriveWithSOUL httpst.cowiRksR7ZDT",3
1050,Audi  .0 crossover  .0 Diesel  Q7 Pudupattinam,0
1051,Mercedes-Benz  .0 sedan  .2 Diesel  E-Class Varkala,0
1052,MKVER1 Hi Manoj the Tata Hexa has got a tremendous response from the market and will continue to exist along with its other siblings. However as per company policy we cannot disclose information pertaining to our future product strategies. (12),3
1053,.,0
1054,TPSGrewal Hi Tajinder we understand that our team has connected with you through a call and has taken your concern forward. Rest assured that it will be resolved soon. We appreciate your patience in the meantime.,3
1055,RupBor Kindly stay tuned to our website httpst.cofXughM2qNO and social media handles to find out more about the SUV that's  AboveAll. (22),3
1056,Yeh hamare Papa hai jo zindagi ke highway par humein sahi raah dikhate hai. Aur aaj Desh Ke Truck Tata Motors kehte hain unhe Happy Father s Day.  HappyFathersDay  DeshKeTruck httpst.covk7xbEJcN0,3
1057,6. Are There Additional Fees?,0
1058,I drove it from Coimbatore to Bangalore with no issues  with my automatic Nano.,0
1059,prashant18910                                                                   DM                    ,3
1060,Thanks Dad for the lessons. They will guide me and take me to the top  HappyFathersDay. Click the link to  DriveWithSOUL this Iconic drive and make your dad proud by reaching the highest peaks of Ladakh with the brotherhood. httpst.coMizXQzsCxk httpst.couKqEg6pto8,3
1061,Anoop94950167 Hi Anoop thank you for sharing your contact number. However we also require car chassis number and the dealer details so that we can have the relevant team connect with you to assist further.,3
1062,Safvan89 Hi Safvan we suggest you visit your nearest Tata Motors dealership to get the best guidance as per your query. To locate your nearest dealer please click the link here httpst.coLf8TfMkMk3.,3
1063,lohithgowdakp Hi Lohith we would really like to help you with this. Kindly elaborate on your concern and also provide your vehicle model contact information and car chassis number via DM so we can have the relevant team connect with you for further assistance. httpst.coGpX5BQutJH,3
1064,Customer I actually was looking for a Honda Pilot.,0
1065,SafireShreyash Hi Shreyash we sincerely hope no one was severely hurt or injured in the incident. The safety of our customers is of utmost importance to us and hence we aim at building vehicles of nothing but the best quality.,3
1066,"The LPT  CRX offers the Lowest Operating Cost and excellent mileage. It is suitable for all kinds of Container and Reefer applications.
 TataTrucks  DeshKeTruck httpst.coU91l7f8tR2",3
1067,Volkswagen  .0 crossover  nan Petrol  Touareg Assam,0
1068,"A child s needs are different from an adult s. To meet the unique needs of our young passengers and ensure complete safety our school buses come equipped with special features like Under-seat Bag Racks Bottle Holders Padded Windows and Individual Seat Lap Belts.
 TataSkoolBus httpst.colt6V4WlskR",3
1069,Normal AC Charging via    V AC single phase charger.,0
1070,"15 hairpin bends of the Kunzum Pass test the nerves of even the experienced drivers. Sign up for SOUL Iconic Ladakh Drive and travel to this incredible destination with the brotherhood from th-25th July. httpst.coTYiAfDCvpT

 DriveWithSOUL httpst.cowOFcRHO8f6",3
1071,Volkswagen  .0 crossover  .0 Diesel  Touareg Sojat,0
1072,To know more click- httpst.coTAnL4NU66R.  ConnectingAspirations  TigorEV httpst.coZYr1QXm6OU,3
1073,amolsolao Hi Amol we understand that our team has connected with you and taken a note of your concern. Rest assured that they will definitely provide an apt resolution for the same. We appreciate your patience in the meantime.,3
1074,Toyota  .0 crossover  .0 Petrol  Land Cruiser Prado Tiruvuru,0
1075,Kia  .886000000002 crossover  .7 Diesel  Sportage Bihar,0
1076,anup5512 However the mentioned feature upgrades are available only on the newly produced cars and it won t be technically possible to integrate these features on older models as an after-fitment. Do get back to us if you need any further assistance and we d be glad to help you. (22),3
1077,Mohit69506283 Hi Mohit we would really like to help you with this. Kindly elaborate on the concern and also provide your vehicle model contact information car chassis number and dealer details via DM so that we can have the relevant team contact you for further assistance.,3
1078,Volkswagen  .0 van  .0 Diesel  T5 (Transporter)   Mavoor,0
1079,RT autocarindiamag Rajendra Petkar CTO TataMotors Urea tank fitment (SCR) is a packaging challenge on Passenger Vehicles and it took ,3
1080,Do not discuss a single price that combines the price you are going to pay for the car and the price the dealer is going to pay you for your trade-in. Agree on the price that you are going to pay the dealer for the car separately from the price that the dealer is going to pay you for,0
1081,Porsche  .0 crossover  .8 Petrol  Cayenne Neyveli (TS),0
1082,Look carefully for rust damage which can greatly lower the value of a car.,0
1083,Not enough pedal reserve (DOT spec.),0
1084,GadiWalaAdmi Also as per our company policy any after-market CNG fitment voids the warranty of the car. Feel free to get back to us in case of any other assistance. We'd be glad to help you. (22),3
1085,Mitsubishi  .0 crossover  .4 Gas  Outlander XL Vadgaon Kasba,0
1086,MKVER1 Stay tuned to our website and social media pages to get all the latest updates. (22),3
1087,Diwakar_jpr Hi Diwakar we hope you have a smooth service of your Tata Tigor at the workshop. Do get back to us if you need any further assistance and we d be glad to help you.,3
1088,.,0
1089,Car Seller Sure in this you will get a desk lamp with parking sensors you will also get power windows on both front and back.,0
1090,RT ListerCars New Lister Knobbly! Pure driving perfection! ??????  Listercars  supercar  newcar  carlaunch  carsofinstagram  carswithoutlimi 1,0
1091,"""RT LadyGothamm I've had my car for  days brand new off the lot. 000kms... guess I drive a lot. At this rate I'll burn through my wa ""1",0
1092,If you didn t ask for something like a new paint job or a dealer-installed accessory then be adamant about not paying for it.,0
1093,shaishavkhare Hi Shaishav we trust that our team has contacted you and your concern has been addressed. Do get back to us if you need any further assistance and we d be glad to help you.,3
1094,BiroliaDeepak Hi Deepak we trust that the concerns raised by you have been addressed. Do get back to us if you need any further assistance and we d be glad to help you.,3
1095,yashogiri Hi Rajeev we would really like to know if there is anything we can assist you with. Please explain your concern in detail via DM and we'd be happy to help. httpst.coGpX5BQutJH,3
1096,"Substance now with twice the style. Stay tuned to witness your favourite Harrier in a brand new avatar.
 AboveAll  DuetWithStyle httpst.coQbv41wxvhA",3
1097,sribang Hi Srihari we request you to share your contact number so that we can have our team connect with you to assist accordingly. httpst.coGpX5BQutJH,3
1098,stayconnekt Hi Vinay we regret the inconvenience caused. Kindly DM us your vehicle variant &amp; contact details &amp; our team will contact you.,3
1099,dear_consumer Hi we're concerned for the inconvenience you have been facing and suggest you escalate this to the Tata Motors Finance Team as they will be able to better assist you with it. Click here to contact them httpst.coqiSeTZWQA2.,3
1100,Safvan89 Hi Safvan we regret the inconvenience caused and will definitely help you with this. Kindly share your contact details &amp; dealer information via DM as it will help us to have the relevant team connect with you and assist further.,3
1101,DrApoorvaKulka1 Hi Apoorva DM refers to Twitter Direct Messages. httpst.coGpX5BQutJH,3
1102,ShailejTeri Hence we kindly request you to share your car chassis number contact information and dealer details via DM as doing so will help to resolve your issue at the earliest. (22) httpst.coGpX5BQutJH,3
1103,Four-wheel drive is the safest type of vehicle in any climate. But drivers who live in colder climates where it snows a lot especially need it.,0
1104,"""Crafted to conquer new roads with confidence and style! |  Honda CR-V",0
1105,hths123 Hi Ravi we regret the inconvenience caused. Kindly DM us your vehicle variant location &amp; contact details &amp; our team will contact you.,3
1106,SR_speedhounds Hi Shravan we regret the inconvenience caused and will definitely get this check with our team. Please share your contact details and the name of the PR executive with whom you are in touch so that the relevant team can connect with you and assist further. httpst.coGpX5BQM58h,3
1107,Toyota  .0 crossover  .5 Petrol  Land Cruiser  Tamil Nadu,0
1108,Purchasing a used vehicle can at first seem like an intimidating experience but if you know the right questions to ask and have the right information at your disposal you can navigate the process easily and with confidence.,0
1109,Pratik4284 Hi Pratik we're disappointed to know about the experience you've had. Please share your contact information and dealer details via DM so that our team can connect with you for quicker assistance.,3
1110,Land Rover  .0 crossover  .0 Diesel  Range Rover Sport Sendhwa,0
1111,Prateek_bpl Hi Prateek we're concerned to hear this. If there is anything specific we can assist you with please let us know and we'd be happy to help.,3
1112,This website provides information on used car values based on the make model and condition of the car.,0
1113,By moving forward without the accelerator the new Tigor Automatic makes it easy to navigate through bumper-to-bumper traffic with its CRAWL function. Click on the httpst.coIu9omfjS2E to book a test drive.   TheSedanForTheStars  SkipTheClutch httpst.coumdEqT9nBs,3
1114,Volkswagen  .0 van  .9 Diesel  T5 (Transporter)  . Pilibhit,0
1115,jay_ambadi Hi Jay we'd really like to look into the concern you've raised. Please share your contact information and location details via DM so that we can connect with you for further help.,3
1116,nick_sarma We're glad to hear this Sanjay! ),3
1117,Bijlwanlokendra Hi Lokendra thank you for writing to us. As per company policy we cannot disclose any information pertaining to our future product strategies. Stay tuned to our website and social media pages to catch the latest updates.,3
1118,Toyota  .0 crossover  .5 Diesel  Land Cruiser  Pune,0
1119,KapilGarcha Hi Kapil thank you for bringing this to our notice. We will check this right away and make the necessary corrections.,3
1120,"To take the pressure of heavy bags off your child s little shoulders our buses come with Under-seat Bag Racks that are easily reachable by even the youngest of the lot! 
 TataSkoolBus httpst.coUPIi5Lf7Ot",3
1121,Avinashchoubeyg Hi we never want our customers to have such an experience with us. Please share your preferred car model contact details and the dealer information via DM so that our team can connect with you to assist further.,3
1122,BMW  .0 crossover  .0 Diesel  X5 Pathri,0
1123,kamra1989 Hi Mayank we would really like to know what went wrong. Please elaborate on your concern and also share your contact information via DM so that we can better assist with your concern.,3
1124,MehrajShaik12 Hi Mehraj we're disappointed to hear this and would like to help you. Kindly provide your car chassis number and contact information via DM as it will help us to have the relevant team contact you for further assistance.,3
1125,Or you should look for a different vehicle altogether if the costs of future repairs will outweigh the initial investment.,0
1126,Volkswagen  .0 van  .0 Diesel  T5 (Transporter)   Nandivaram-Guduvancheri,0
1127,Anoop94950167 Hi Anoop we understand that our team has connected with you through a call and has taken your concern forward. Rest assured that it will be resolved soon. We appreciate your patience in the meantime.,3
1128,badrivasan Hi Badrinath we never want our customers to have such an experience with us. Please share your contact details and the dealer information via DM so that our team can connect with you to assist further.,3
1129,INCLUDING FREE SERVICES,0
1130,defencebrat Hi Harshit we are glad to hear that your concern has been resolved. If you require any further assistance feel free to get back to us and we'd be happy to help.,3
1131,Audi  .0 crossover  .0 Diesel  Q5 Tripura,0
1132,amanparakh Hi Aman we're really delighted to see your love for Tata Motors. Keep sharing your thoughts with us and we'd be glad to hear them.,3
1133,BhanuMulik Hi Bhanudas we are glad to hear that your concern has been resolved. For any further assistance we request you to get in touch with our team and they will surely help you with it.,3
1134,GogriPayal Hi Payal we understand that our on-ground team has connected with you and provided the best possible resolution. For any further assistance we request you to get in touch with them and they will surely help you with it.,3
1135,Sandeep96020202 Hi Sandeep we've already taken up your concern via Twitter and our team has offered you the best possible resolution. Do get back to us if you need any further assistance and we d be glad to help.,3
1136,ashray70 Hi we would really like to know what went wrong. Please elaborate on your concern and also share your car model contact information vehicle chassis number and dealer details via DM so that we can better assist with your concern.,3
1137,konade_pratik Hi Pratik to explore career opportunities with us kindly submit your resume here httpst.coF0770P1gGt,3
1138,Prafullgarg2 Hi Praful we'll surely help you with this. Please share your's and your referrals contact details &amp; vehicle model via Facebook messages so that our team can connect with you for quicker assistance.,3
1139,Land Rover  .0 other  .6 Diesel  Range Rover Surandai,0
1140,abhilashgautam Hi Abhilash thank you for sharing your valuable feedback. We've shared it with the relevant team for further consideration.,3
1141,Inspect the car's interior (including the trunk) for mildew rusting or a musty smell any of which may mean water damage.,0
1142,You should report safety defects to the National Highway Traffic Safety Administration at (888) -1100 or go to ,0
1143,RaviPat93230099 Hi Ravi thank you for sharing the above details. However we also require your contact number as it will help us to get in touch with you and quickly address your concern.,3
1144,The seller could answer this question in a few ways. They might be ready for an upgrade or perhaps the car s size doesn t suit their lifestyle anymore. It s good to know the reasons behind this change because you might run into the same issues down the line.,0
1145,All deposits taken for vehicle holds andor purchases are non-refundable.,0
1146,petermarwin We're glad to hear this Peter! Keep your love flowing for Tata motors. ),3
1147,Pradeep22254231 Hi Pradeep as per the update received from our team we understand that they ve contacted you and shared the necessary information regarding your concern. For any further assistance we request you to get in touch with them and they will surely help you with it.,3
1148,IamRRanga Keep sharing your thoughts with us and we'd be glad to hear them. (22),3
1149,"The Ultra  comes with wider comfortable seats to ease fatigue especially during long journeys. The massive cabin not only has a larger space for the driver but also has  passenger seats that are equally wide and comfortable.
 DilSeUltra  TataTrucks  DeshKeTruck httpst.codP31bT2A9k",3
1150,amar6154 Hi thank you for your interest in Tata Motors. Kindly DM us your contact details &amp; our team will contact you.,3
1151,But your dealer may suddenly charge you additional fees that weren t discussed in the negotiation.,0
1152,GogriPayal Thank you for sharing the requisite details Payal. We've shared them with the relevant team and they'll soon contact you for further assistance.,3
1153,AkshatS84490249 Hi Akshat we'd really like to look into the concern you've raised. Please share your contact details car chassis number &amp; dealer information via DM so that we can connect with you for further help.,3
1154,Audi  .0 crossover  .0 Diesel  A6 Parangipettai,0
1155,We are proud to showcase our Tata Super ACE EV to the Delhi Transport Minister &amp; other officials at the Delhi Urban Mobility Lab which aims to create a shared electric and connected mobility future.  ConnectingAspirations  ElectricMobility httpst.coNmlQYUEGvg,3
1156,Toyota  .0 crossover  .5 Diesel  Land Cruiser  Karnataka,0
1157,ankitgupta1209 Hi Ankit we've already taken up Mr. Sushant Kumar Gupta's concern and our team has offered him the best possible resolution. Do get back to us if you need any further assistance and we d be glad to help.,3
1158,seller okay here is the key for you to test drive.,0
1159,ShubhamAnshu3 Hi Shubham thank you for bringing this to our notice. Our team has already tried connecting with Mr. Dinesh Bhat on call to resolve his concern. You can rest assured that it will be resolved soon.,3
1160,The price I saw was $27000. Why is your price higher?,0
1161,Over 000 clicks in just  day has kick-started httpst.codQBAt2Zzib with a roar. Thank you for the overwhelming response. The website is now officially launched. Visit the page now to learn about the much-anticipated premium hatchback!  UrbanCarRedefined httpst.coFoAms2rVG9,3
1162,Why are you selling the car? (Private seller),0
1163,SaurabhRaje4 That's an amazing click Saurabh! Keep sharing more pictures and videos of your journeys with the Tata Tiago.  ,3
1164,m2r_Mukhtar Hi Mukhtar we would really like to know what went wrong. Please elaborate on your concern and also share your contact information vehicle chassis number and dealer details via DM so that we can better assist with your concern. httpst.coGpX5BQutJH,3
1165,mdjayasankar Hi Jayasankar we're disappointed to know about the experience you've had. Please share your contact information vehicle chassis number and dealer details via DM so that our team can connect with you for quicker assistance.,3
1166,Their battery packs are of  kilowatt (kW) while the global standard is -35kW.,0
1167,Lexus  .0 crossover  .7 Gas  LX  Siruguppa,0
1168,What should I avoid doing or saying when shopping for a used car?,0
1169,Let me talk to my manager and see what I can do. Give me five minutes.,0
1170,Be business ready from day one. Choose Tata Ace Steel Container built with corrugated body for maximum efficiency long life and maximum safety.  TataAce  TataAceContainer httpst.cob05SUhmEGA,3
1171,Prafullgarg2 Hi Praful we have responded to your concern via DM. Kindly check and acknowledge the same.,3
1172,"Razor-sharp looks of the Altroz will make the world take note of your style no matter where you go.
Click on the link to know more httpst.co85pCtFEkax
 UrbanCarRedefined httpst.coQ4844ZxYy3",3
1173,The new model now has more outstanding features like   Comfortable push back seats Multiple USB charging points  feet  inch roof height Extra luggage space.  GhumoIndiaSaathSaath  TataWinger (22),3
1174,bhirkuti Hi Mukesh thank you for sharing your valuable feedback. We've shared it with the relevant team for further consideration.,3
1175,Toyota  .0 sedan  .4 Petrol  Camry Haryana,0
1176,thecoolrajat3 Hi Abhishek is there anything specific we can assist you with? Please explain your concern in detail via DM and we'd be glad to help.,3
1177,dileepsony19 Hi Dileep suggestions really help us make the necessary improvements in our products. It has been shared with the relevant team for further consideration.,3
1178,righteousnayan Hi Nayan we're disappointed to know about the experience you've had. Please share your contact information preferred vehicle model and dealer details via DM so that our team can connect with you for quicker assistance.,3
1179,Skoda  .0 sedan  .8 Petrol  Octavia A5 Nokha,0
1180,"IAL ke saath Tata trucks ki nayi range de behtar performance. Behtar engine behtar axle aur zyaada GVW ke saath munaafa pakka badhega! 
 GoIAL httpst.codBj5r8gG3P",3
1181,sarunpsabu Hi do let us know the specifics of your query for us to take this forward.,3
1182,aakash_jaiswal7 Hi Aakash we would like to know more about your concern. Kindly DM us your vehicle location &amp; contact details &amp; our team will contact you.,3
1183,What are the laws that may help me in my case against a dealer?,0
1184,Visible damage,0
1185,shantanu_22 Hi we would like to know more about your concern. Kindly DM us your vehicle location &amp; contact details &amp; our team will contact you.,3
1186,Anudeep11987 Hi Anudeep we would like to know more about your concern. Kindly DM us your vehicle location &amp; contact details &amp; our team will contact you.,3
1187,On this  WorldBloodDonorDay make a difference to someone's life by donating towards this noble cause.  ConnectingAspirations httpst.co5sFNF9EIhJ,3
1188,AdeeshPHolla Hi Adeesh we regret the inconvenience caused and will definitely help you with this. Kindly share your contact details car chassis number &amp; dealer information via DM as it will help us to have the relevant team connect with you and assist further.,3
1189,The first step to a healthy mind and body is inner peace. Let's work towards achieving this together this  InternationalDayofYoga  ConnectingAspirations httpst.corfIH7rWHZ6,3
1190,skraj6001                                                               DM                  ,3
1191,nittoo19 Hi Rajiv we'll definitely help you with this. Kindly share your contact details and dealer information via DM so that our team can connect with you and assist further.,3
1192,Adirock09014843 Hi we would like to know more about your concern. Kindly DM us your vehicle location &amp; contact details &amp; our team will contact you.,3
1193,Saravan06577124 Hi Saravanan we trust that our team has contacted you and your concern is being addressed. Do get back to us if you need any further assistance and we d be glad to help you.,3
1194,Warranty is one of the most important questions to ask when buying a car. It shows you how much trust the manufacturer has in the quality of the vehicle.,0
1195,Land Rover  .0 other  .6 Diesel  Range Rover Sport Palai,0
1196,Lexus  .0 crossover  .7 Gas  LX  Kerala,0
1197,buyer oke (walking follow the buyer to the show room),0
1198,enjoyinglife10 Hi Aastha we are glad to hear that your concern has been addressed. Customer satisfaction is of the utmost importance to us. We aim at delivering the best of our services to the customers and always strive to make their experience even better.,3
1199,Volkswagen  .0 sedan  .9 Diesel  Passat B5 Dibrugarh,0
1200,deepaks24296046                .                  I                     httpst.cov4cvJhDmnT. (12),3
1201,As I have a nano genx xt and it's ran  without any problem.,0
1202,harshguptatalks Hi Harsh we sincerely apologize for the inconvenience caused. We've shared your concern with our team and they will soon connect with you to assist further.,3
1203,kingmehul2003 Hi Mehul please allow us some time to get this checked with our team and we'll get back to you soon with an update. We value your cooperation in the meantime.,3
1204,ShikharJoshi7 Hi Shikhar we regret the inconvenience caused and will definitely help you with this. Kindly share your contact details car chassis number &amp; dealer information via DM as it will help us to have the relevant team connect with you and assist further.,3
1205,DevMirnal Hi Mirnal we regret the inconvenience caused and request you to elaborate on your concern via DM so that we can soon have the relevant team assist you further.,3
1206,BMW  .0 crossover  .8 Gas  X5 Shahbad,0
1207,The new model also has outstanding features like   Individual AC Vents Comfortable push back seats Multiple USB charging points  feet  inch roof height Extra luggage space. GhumoIndiaSaathSaath  TataWinger (22),3
1208,The new model has other outstanding features for your ultimate comfort like   Comfortable push back seats Individual AC vents  feet  inch roof height Extra luggage space Multiple USB charging points.  GhumoIndiaSaathSaath  TataWinger (22),3
1209,Anoop94950167 Hi Anoop thank you for sharing the requested details. We've highlighted your concern with the relevant team and you can rest assured that they'll connect with you soon to resolve it at the earliest.,3
1210,Murthy75084908 Hi Murthy we never want our customers to have such an experience with us. Please share your contact details and car chassis number via DM so that our team can connect with you to assist further. httpst.coGpX5BQutJH,3
1211,Power unit belts cracked or slipping,0
1212,Mercedes-Benz  .0 van  .2 Diesel  Vito  . Mundargi,0
1213,GogriPayal Hi Payal our team tried to contact you on the provided number however the call went unanswered. We request you to share an alternate contact number or a preferred time to call so that they can soon get in touch with you to assist further.,3
1214,SaurabhMhaske7 Hi Saurabh we're disappointed to know about the experience you've had. Please share your contact information vehicle chassis number and dealer details via DM so that our team can connect with you for quicker assistance.,3
1215,DrApoorvaKulka1 Hi Apoorva we're concerned to know about your experience and want to help you with it. Kindly share your contact number car chassis number and the dealer details via DM as it will help us connect with you for further assistance.,3
1216,revanthpc Hi we're concerned to hear this and hope that everyone is safe during the accident. Also we'd like to better understand your concern regarding the service (12),3
1217,Abnormal exhaust discharge,0
1218,RaviPat93230099 Hi Ravi thank you for sharing your contact number. Our team has been informed of this and shall soon connect with you to assist further.,3
1219,Did the dealer get the car as a trade-in or at an auction? If the dealer got the car at an auction the dealer may not know much about the car's history.,0
1220,"RT jtperformanceIN Life is more fulfilling when you re in the aura of a Tiago JTP!
Head to httpst.coAveQeN9ygb now. httpst.coLsOl ",3
1221,Porsche  .0 crossover  .0 Diesel  Cayenne Narnaul,0
1222,tarunmakhija22 Hi Tarun we never want our customers to have such an experience with us. Please share your contact details and car chassis number via DM so that our team can connect with you to assist further.,3
1223,"""View our wide range of affordable top quality pre-owned cars online. Contact us today for more information on our  ",0
1224,We offer better prices simply because of our low overheads. Industry Resources tell us that the Average new car dealer spends $50k in advertising $50k in rent $30k in paying salespeople commission k to a sales manager and the list goes on and on. We on the other hand spend virtu,0
1225,stauartbaba Hi Suraj we sincerely apologize for the inconvenience caused. Kindly share your contact details via DM as it will help us to get in touch with you and address your concern.,3
1226,vahidujjama1 Hi we regret the inconvenience caused. Kindly DM us your location &amp; contact details &amp; our team will contact you.,3
1227,sdsanap1984 Hi Sandip thank you for your interest in the Tata Tigor. We request you to visit your nearest dealership for better assistance on this. (12),3
1228,Make your business more profitable with Tata INTRA s .1 ton payload capacity. Contact the nearest Tata Motors dealership and book today. For more information visit httpst.cod1V50kD1fF  TataIntra  Indias1stCompactTruck httpst.coQXshbmybLL,3
1229,Mitsubishi  .0 sedan  .0 Petrol  Lancer X Eluru,0
1230,iamgra09 Hi Rajesh we're disappointed to know about the experience you've had. Please share your contact information vehicle chassis number and dealer details via DM so that our team can connect with you for quicker assistance.,3
1231,What should I do after I buy a used car?,0
1232,ashishkumardude Hi Ashish we'll surely look into this. However we will require your contact number as it will help us to get in touch with you and quickly address your concern.,3
1233,guptaatuul Thank you for sharing your contact number Atul. Our team will connect with you soon for further assistance.,3
1234,raghuveer78626 Hi Raghuveer we have shared your issue to the concerned team. They will contact you on priority.,3
1235,RajuCSMPrince2 Hi Raju we're disappointed to hear this and would like to help you. Kindly provide your car chassis number contact information and dealer details via DM as it will help us to have the relevant team contact you for further assistance.,3
1236,Come get your Summer of Jeep Savings at Advantage in Mount Dora! Ask about our % for  months financing special!  ,0
1237,Car Seller Sure sir. How about payment?,0
1238,"""RT LadyGothamm I've had my car for  days brand new off the lot. 000kms... guess I drive a lot. At this rate I'll burn through my wa ""1",0
1239,Can you help? I have negative Equity i.e. I owe more on my trade than it is worth.,0
1240,stupedousam Hi we would really like to know what went wrong. Please elaborate on your concern via DM so that we can better assist you with it. httpst.coGpX5BQutJH,3
1241,AlmeidaLeander Hi we'd really like to look into the concern you've raised. Please share your contact details car chassis number &amp; dealer information via DM so that we can connect with you for further help.,3
1242,Our lowest rate is .99% call We Drive for details. Don t get fooled by dealer s low interest loan offers. Usually you give up a rebate when you finance for a special dealer rate that raises the overall cost of purchasing your vehicle.,0
1243,Business ki betod performance ke liye chunein Tata Yodha. Iska  hp engine le jaye aap ke karobaar ko nayi unchaion par. For more information httpst.coIXt28nj9gr  JeetLoHarManzil  TataYodha httpst.cok3VeoACYbL,3
1244,Do I need this car for work?,0
1245,rahul0931 Hi Rahul we're disappointed to know about the experience you've had. If you require any specific assistance please elaborate on your concern via DM and also share your contact information car chassis number and dealer details so that we can accordingly assist you further.,3
1246,"""RT LeicsPoliceRPU This morning sees the arrival of a new car to our fleet!! OT06 a Vauxhall Insignia VXR!! Another tool in our box to ke ""1",0
1247, TPIRPostYourPrize  ,0
1248,GrittuC Hi Grittu as per the update received from our team we understand that they ve contacted you and shared the necessary information regarding your concern via an email. For any further assistance we request you to get in touch with them and they will surely help you with it.,3
1249,Does the mileage shown on the odometer seem to be consistent with the condition of the car?,0
1250,harshdeeprapal Hi Harshdeep is there anything specific we can assist you with? Please let us know in detail via DM and we'd be glad to help you.,3
